Client_Id,Interaction_ClientId,Interaction_Id,Notes,Units,Amount,Site_Id,Agency_Id,Program_Id,Service_id,ShareOptIn,CostPerUnit,Taxonomy_Id,FundingAmount,Taxonomy_Code,Taxonomy_Name,DateOfReferral,Agency_ParentId,SiteSystem_Name,TaxonomyLink_Id,AgencySystem_Name,TaxonomyLink_Code,TaxonomyLink_Name,ProgramSystem_Name,ServiceSystem_Name,DateOfServiceProvided,InteractionReferral_Id,AgencySystem_ParentName,OptionListValue_ReasonUnmet
2693,2693,1357464,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2041896,'GREAT RIVERS 2-1-1',None
23200,23200,1357419,None,None,None,28400,16174,None,61692,None,None,408258,None,'BV-8900.9300-180','Electric Service Payment Assistance',None,16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None,None,None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',None,2041806,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None
40712,40712,1357334,None,None,None,28400,16174,None,61692,None,None,408258,None,'BV-8900.9300-180','Electric Service Payment Assistance',None,16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None,None,None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',None,2041631,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None
37034,37034,1357250,None,None,None,20037,11401,None,22967,None,None,414477,None,'TJ-3200.1600','Directory Assistance',None,11401,'DIRECTORY ASSISTANCE NUMBERS',None,'DIRECTORY ASSISTANCE NUMBERS',None,None,None,'DIRECTORY ASSISTANCE',None,2041458,'DIRECTORY ASSISTANCE NUMBERS',None
31151,31151,1357231,None,None,None,28400,16174,None,61692,None,None,408258,None,'BV-8900.9300-180','Electric Service Payment Assistance',None,16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None,None,None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',None,2041422,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None
37629,37629,1357192,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,2041357,'IMPACT',None
2890,2890,1357184,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2041344,'GREAT RIVERS 2-1-1',None
2679,2679,1357175,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2041328,'GREAT RIVERS 2-1-1',None
2680,2680,1357150,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2041299,'GREAT RIVERS 2-1-1',None
2679,2679,1357148,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2041296,'GREAT RIVERS 2-1-1',None
23565,23565,1357130,None,None,16181,49818,None,None,'Community Shelters',16181,29157,'BH-1800.8500-150 * YK-2000',None,None,'MILWAUKEE RESCUE MISSION',None,None,16817,52005,None,None,'Community Shelters',16817,None,None,None,None,'FAMILY PROMISE OF WAUKESHA COUNTY'
23565,23565,1357130,None,28435,None,None,407882,'BH-1800.8500-150',None,'MILWAUKEE RESCUE MISSION - JOY HOUSE','MILWAUKEE RESCUE MISSION','Community Shelters * Families','JOY HOUSE',2041270,None,None,30054,None,None,407882,'BH-1800.8500-150',None,'FAMILY PROMISE OF WAUKESHA COUNTY','FAMILY PROMISE OF WAUKESHA COUNTY',None,'TRANSITIONAL SHELTER',2041271,None
26556,26556,1357098,None,28468,49963,407870,'Domestic Violence Shelters','SOJOURNER FAMILY PEACE CENTER',None,'DOMESTIC VIOLENCE SHELTER','SOJOURNER FAMILY PEACE CENTER',None,18352,None,None,None,None,None,None,None,None,None,None,'BH-1800.8500-150',16181,'MILWAUKEE RESCUE MISSION',None,2041223
26556,26556,1357098,None,16208,None,None,None,None,None,None,None,None,None,None,'BH-1800.1500-100',18352,'FRESH START LEARNING',None,2041222,None,28435,49818,407882,'Community Shelters','MILWAUKEE RESCUE MISSION - JOY HOUSE',None,'JOY HOUSE','MILWAUKEE RESCUE MISSION'
26556,26556,1357098,None,None,None,'BH-1800.1500-100',16208,'SOJOURNER FAMILY PEACE CENTER',None,2041221,None,33111,58804,407870,'Domestic Violence Shelters','FRESH START LEARNING',None,'HUMBLE BEGINNINGS - RESPITE CARE','FRESH START LEARNING',None,16181,None,None,None,None,None,None,None
2693,2693,1357046,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2041148,'GREAT RIVERS 2-1-1',None
37025,37025,1357022,None,None,None,28400,16174,None,61692,None,None,408259,None,'BV-8900.9300-250','Gas Service Payment Assistance',None,16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None,None,None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',None,2041108,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None
2679,2679,1357009,None,None,None,9722,4090,None,13521,None,None,413256,None,'RP-1500.1500','Crisis Residential Treatment',None,4090,'LA CROSSE COUNTY JUVENILE DETENTION FACILITY',None,'LA CROSSE COUNTY JUVENILE DETENTION FACILITY',None,None,None,'WESTERN REGIONAL ADOLESCENT CENTER',None,2041084,'LA CROSSE COUNTY JUVENILE DETENTION FACILITY',None
37268,37268,1356971,None,None,None,28400,16174,None,61692,None,None,408258,None,'BV-8900.9300-180','Electric Service Payment Assistance',None,16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None,None,None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',None,2041012,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None
26507,26507,1356914,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,2040915,'IMPACT',None
2680,2680,1356850,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040829,'GREAT RIVERS 2-1-1',None
2680,2680,1356844,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040822,'GREAT RIVERS 2-1-1',None
34498,34498,1356820,None,None,None,30499,16934,None,52237,None,None,407882,None,'BH-1800.8500-150','Community Shelters',None,16934,'211 USE - COMMUNITY SHELTER UNMET',29157,'211 USE - COMMUNITY SHELTER UNMET','BH-1800.8500-150 * YK-2000','Community Shelters * Families',None,'COMMUNITY SHELTER - UNMET',None,2040794,'211 USE - COMMUNITY SHELTER UNMET',None
2693,2693,1356812,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040773,'GREAT RIVERS 2-1-1',None
2679,2679,1356776,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040710,'GREAT RIVERS 2-1-1',None
39869,39869,1356670,None,None,None,38037,15543,None,47139,None,None,407761,None,'BD-1800.2000','Food Pantries',None,15543,'MOTHER OF PERPETUAL HELP - BETHANY HOUSE',None,'MOTHER OF PERPETUAL HELP',None,None,None,'FOOD PANTRY - SEE BOUNDARIES',None,2040544,'MOTHER OF PERPETUAL HELP',None
26768,26768,1356640,None,None,None,28397,16173,None,49699,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'WAUKESHA COUNTY CRISIS LINE',None,2040495,'IMPACT',None
2693,2693,1356635,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040491,'GREAT RIVERS 2-1-1',None
16578,16578,1356624,None,None,None,'WISCONSIN DEPARTMENT OF AGRICULTURE,None,None,2065,409195,2065,None,'INTERNAL REVENUE SERVICE (IRS)',27546,None,None,None,2040474,None,None,'Internet Fraud Reporting','WEBSITES',None,None,46363,'NS-1800.8000',None,'FINANCIAL ASSISTANCE - GREENFIELD'
16578,16578,1356624,None,19342,'FN-1500.2050',None,'DIVISION OF TRADE AND CONSUMER PROTECTION',None,None,None,'INTERNAL REVENUE SERVICE (IRS) - MARATHON COUNTY',None,None,15690,409195,15690,None,'NATIONAL CONSUMERS LEAGUE',4329,None,None,None,2040475,None,None,'Social Security Disability Insurance','SOCIAL SECURITY ADMINISTRATION',None
16578,16578,1356624,None,None,'Fraud Prevention','WISCONSIN DEPARTMENT OF AGRICULTURE,None,None,5484,'FN-1700.1470-330',None,'INTERNAL REVENUE SERVICE (IRS) - MARATHON COUNTY',None,None,None,'NATIONAL CONSUMERS LEAGUE',None,None,6229,409195,6229,None,'WEBSITES',26921,None,None,None,2040476
16578,16578,1356624,12097,None,None,None,2040472,None,None,'Internet Fraud Reporting','INTERNAL REVENUE SERVICE (IRS)',None,None,47797,'FN-1700.1470-330',None,'FRAUD CENTER',None,None,None,'NATIONAL CONSUMERS LEAGUE FRAUD CENTER WEBSITE',None,None,15434,411291,15434,None,'SOCIAL SECURITY ADMINISTRATION'
16578,16578,1356624,932,409151,932,None,'WISCONSIN DEPARTMENT OF AGRICULTURE,1220,None,None,None,2040473,None,None,'Internet Fraud Reporting','NATIONAL CONSUMERS LEAGUE',None,None,8790,'FN-1700.1470-330',None,'NATIONAL CONSUMERS LEAGUE FRAUD CENTER WEBSITE',None,None,None,'SOCIAL SECURITY ADMINISTRATION - GREENFIELD',None,None
2680,2680,1356615,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040457,'GREAT RIVERS 2-1-1',None
2693,2693,1356596,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040436,'GREAT RIVERS 2-1-1',None
2680,2680,1356592,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040430,'GREAT RIVERS 2-1-1',None
2670,2670,1356591,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040429,'GREAT RIVERS 2-1-1',None
26768,26768,1356590,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,2040428,'IMPACT',None
28411,28411,1356580,None,None,None,28435,16181,None,49818,None,None,407882,None,'BH-1800.8500-150','Community Shelters',None,16181,'MILWAUKEE RESCUE MISSION - JOY HOUSE',None,'MILWAUKEE RESCUE MISSION',None,None,None,'JOY HOUSE',None,2040415,'MILWAUKEE RESCUE MISSION',None
2679,2679,1356556,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040366,'GREAT RIVERS 2-1-1',None
37025,37025,1356517,None,None,15832,48208,None,None,'Food Stamps/SNAP Applications',15832,None,None,None,None,'HUNGER TASK FORCE',None,None,16174,61692,None,None,'Electric Service Payment Assistance',16174,None,None,None,None,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES'
37025,37025,1356517,None,29715,None,None,411276,'NL-6000.2000-220',None,'HUNGER TASK FORCE - MILWAUKEE ENROLLMENT SERVICES','HUNGER TASK FORCE',None,'ZZZ - PUBLIC BENEFITS APPLICATION SITE - MILWAUKEE ENROLLMENT SERVICES',2040296,None,None,28400,None,None,408258,'BV-8900.9300-180',None,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER','MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',2040297,None
2680,2680,1356358,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2040036,'GREAT RIVERS 2-1-1',None
15972,15972,1356350,None,None,16174,61692,None,None,'Electric Service Payment Assistance',16174,None,None,None,None,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None,None,11270,22076,None,None,'Electric Service Payment Assistance',11270,None,None,None,None,'UNITED MIGRANT OPPORTUNITY SERVICES'
15972,15972,1356350,None,28400,None,None,408258,'BV-8900.9300-180',None,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER','MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',2040019,None,None,19318,None,None,408258,'BV-8900.9300-180',None,'UNITED MIGRANT OPPORTUNITY SERVICES (UMOS) - MILWAUKEE','UNITED MIGRANT OPPORTUNITY SERVICES',None,'EMERGENCY ASSISTANCE GRANT',2040020,None
20440,20440,1356273,None,28431,49767,411000,'Emergency Dental Care','MILWAUKEE HEALTH SERVICES - MLK HERITAGE HEALTH CENTER',None,'DENTAL CARE - MLK HERITAGE HEALTH CENTER','MILWAUKEE HEALTH SERVICES',None,16179,None,None,None,None,None,None,None,None,None,None,'LV-1600.1900',23745,'ZZZ - ASCENSION SOUTHEAST WISCONSIN - SETON DENTAL CLINIC',None,2039894
20440,20440,1356273,None,16179,None,None,None,None,None,None,None,None,None,None,'LV-1600.1900',16179,'MILWAUKEE HEALTH SERVICES',None,2039893,None,37818,65100,411000,'Emergency Dental Care','ZZZ - ASCENSION SOUTHEAST WISCONSIN - SETON DENTAL CLINIC',None,'ZZZ - DENTAL CLINIC','ZZZ - ASCENSION SOUTHEAST WISCONSIN - SETON DENTAL CLINIC'
20440,20440,1356273,None,None,None,'LV-1600.1900',16179,'MILWAUKEE HEALTH SERVICES',None,2039892,None,28432,49771,411000,'Emergency Dental Care','MILWAUKEE HEALTH SERVICES - ISAAC COGGS HERITAGE HEALTH CENTER',None,'DENTAL CARE - ISAAC COGGS HEALTH CENTER','MILWAUKEE HEALTH SERVICES',None,23745,None,None,None,None,None,None,None
29941,29941,1356171,None,None,None,30172,16832,None,52022,None,None,407761,None,'BD-1800.2000','Food Pantries',None,16832,'HARVEST OUTREACH',None,'HARVEST OUTREACH',None,None,None,'FOOD PANTRY',None,2039709,'HARVEST OUTREACH',None
22339,22339,1356139,None,None,None,28435,16181,None,49818,None,None,407882,None,'BH-1800.8500-150','Community Shelters',None,16181,'MILWAUKEE RESCUE MISSION - JOY HOUSE',29363,'MILWAUKEE RESCUE MISSION','BH-1800.8500-150 * YK-8200.8100','Community Shelters * Single Women',None,'JOY HOUSE',None,2039656,'MILWAUKEE RESCUE MISSION',None
2693,2693,1356076,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2039552,'GREAT RIVERS 2-1-1',None
32499,32499,1356051,None,None,None,30642,16801,None,62494,None,None,407761,None,'BD-1800.2000','Food Pantries',None,16801,'HEPHATHA LUTHERAN CHURCH',None,'MACCANON BROWN HOMELESS SANCTUARY',None,None,None,'FOOD DISTRIBUTION - HEPHATHA',None,2039509,'MACCANON BROWN HOMELESS SANCTUARY',None
22902,22902,1356045,None,None,None,28397,16173,None,55081,None,None,121,None,'BH-0500.3200','Housing Related Coordinated Entry',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 COORDINATED ENTRY TEAM',None,2039502,'IMPACT',None
37629,37629,1355991,None,None,None,28397,16173,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,'IMPACT',None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,2039365,'IMPACT',None
2693,2693,1355984,None,None,None,10534,5017,None,24122,None,None,410145,None,'LF-0100','Activities of Daily Living Assessment',None,5017,'HOUSTON COUNTY DEPARTMENT OF HUMAN SERVICES',None,'HOUSTON COUNTY DEPARTMENT OF HUMAN SERVICES',None,None,None,'MNCHOICES',None,2039355,'HOUSTON COUNTY DEPARTMENT OF HUMAN SERVICES',None
24530,24530,1355962,None,None,23570,64439,None,None,'Homelessness Prevention Programs',23570,None,None,None,None,'MILWAUKEE RENTAL HOUSING RESOURCE CENTER',None,None,2279,19762,None,None,'Housing Search Assistance',2279,None,None,None,None,'SOCIALSERVE.COM'
24530,24530,1355962,None,37477,None,None,3,'BH-0500.3140',None,'MILWAUKEE RENTAL HOUSING RESOURCE CENTER','MILWAUKEE RENTAL HOUSING RESOURCE CENTER',None,'RENTAL HOUSING SERVICES',2039319,None,None,12770,None,None,407956,'BH-3900.3100',None,'SOCIALSERVE.COM','SOCIALSERVE.COM',None,'HOUSING SEARCH ASSISTANCE - WIHOUSINGSEARCH.ORG',2039320,None
16037,16037,1355961,None,None,16173,65177,None,None,'Housing Related Coordinated Entry',16173,None,None,None,None,'IMPACT',None,None,16173,55081,None,None,'Housing Related Coordinated Entry',16173,None,None,None,None,'IMPACT'
16037,16037,1355961,None,37819,None,None,121,'BH-0500.3200',None,"""IMPACT - ST BEN'S""",'IMPACT',None,'COORDINATED ENTRY ASSESSMENT IN-REACH CENTERS',2039317,None,None,28397,None,None,121,'BH-0500.3200',None,'IMPACT - 211','IMPACT',None,'211 COORDINATED ENTRY TEAM',2039318,<NESTED LIST>
2679,2679,1355901,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2039232,'GREAT RIVERS 2-1-1',None
2693,2693,1355870,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2039183,'GREAT RIVERS 2-1-1',None
2680,2680,1355863,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2039176,'GREAT RIVERS 2-1-1',None
25203,25203,1355828,None,None,None,28155,15984,None,64900,None,None,407939,None,'BH-3800.5000','Mortgage Payment Assistance',None,15984,'RACINE KENOSHA COMMUNITY ACTION AGENCY - RACINE',None,'RACINE KENOSHA COMMUNITY ACTION AGENCY',None,None,None,'WISCONSIN HELP FOR HOMEOWNERS',None,2039114,'RACINE KENOSHA COMMUNITY ACTION AGENCY',None
2670,2670,1355818,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2039100,'GREAT RIVERS 2-1-1',None
38423,38423,1355705,None,28215,49334,407978,'Low Income/Subsidized Private Rental Housing','MERIDIAN GROUP',None,'HOUSING SERVICES','MERIDIAN GROUP',None,17567,None,None,None,None,None,None,None,None,None,None,'BH-7000.4600-450',16007,'HOUSING AUTHORITY OF RACINE COUNTY',None,2038900
38423,38423,1355705,None,16035,None,None,None,None,None,None,None,None,None,None,'BH-7000.4600-450',17567,'CARDINAL CAPITAL MANAGEMENT',None,2038899,None,28184,49209,407978,'Low Income/Subsidized Private Rental Housing','HOUSING AUTHORITY OF RACINE COUNTY',None,'HOUSING SERVICES','HOUSING AUTHORITY OF RACINE COUNTY'
38423,38423,1355705,None,None,None,'BH-7000.4600-450',16035,'MERIDIAN GROUP',None,2038898,None,31808,54024,407978,'Low Income/Subsidized Private Rental Housing','CARDINAL CAPITAL MANAGEMENT',None,'PRIVATE RENTAL HOUSING','CARDINAL CAPITAL MANAGEMENT',None,16007,None,None,None,None,None,None,None
39869,39869,1355681,None,None,None,27229,15538,None,47103,None,None,407761,None,'BD-1800.2000','Food Pantries',None,15538,'HOLY ASSUMPTION CATHOLIC CHURCH - 72ND STREET',None,'HOLY ASSUMPTION CATHOLIC CHURCH',None,None,None,'FOOD PANTRY Z',None,2038863,'HOLY ASSUMPTION CATHOLIC CHURCH',None
2693,2693,1355615,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2038737,'GREAT RIVERS 2-1-1',None
2670,2670,1355584,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,2038685,'GREAT RIVERS 2-1-1',None
2823,2823,1355562,None,None,6205,26975,None,None,'Welfare Rights Assistance',6205,None,None,None,None,'AGING AND DISABILITY RESOURCE CENTER (ADRC) OF LA CROSSE COUNTY',None,None,6090,54677,None,None,'Food Stamps/SNAP Applications',6090,None,None,None,None,'LA CROSSE COUNTY HUMAN SERVICES DEPARTMENT'
2823,2823,1355562,None,11923,None,None,409315,'FT-1000.9500',None,'AGING AND DISABILITY RESOURCE CENTER (ADRC) OF LA CROSSE COUNTY','AGING AND DISABILITY RESOURCE CENTER (ADRC) OF LA CROSSE COUNTY',None,'ELDERLY BENEFIT SPECIALIST PROGRAM',2038646,None,None,11790,None,None,411276,'NL-6000.2000-220',None,'LA CROSSE COUNTY HUMAN SERVICES DEPARTMENT - ECONOMIC SUPPORT SERVICES','LA CROSSE COUNTY HUMAN SERVICES DEPARTMENT',None,'FOODSHARE',2038647,None
20609,20609,1355437,None,None,None,27621,15740,None,47910,None,None,411476,None,'PH-1000','Case/Care Management',None,15740,'CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE - MILWAUKEE COUNTY',None,'CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE',None,None,None,'OUTREACH & CASE MANAGEMENT SERVICES - MULTIPLE LOCATIONS',None,2038428,'CATHOLIC CHARITIES OF THE ARCHDIOCESE OF MILWAUKEE',None
20609,20609,1355428,None,None,None,'ALL SAINTS CATHOLIC CHURCH',None,None,17703,407761,17703,None,'ONE GOD MINISTRY',26939,None,None,None,2038408,None,None,'Food Pantries','HOUSE OF PEACE',None,None,49859,'BD-1800.2000',None,'FOOD PANTRY'
20609,20609,1355428,None,48272,'BD-1800.2000',None,'FOOD PANTRY',None,None,None,'ONE GOD MINISTRY',None,None,15444,407761,15444,None,'JEWISH COMMUNITY CENTER',27737,None,None,None,2038409,None,None,'Food Pantries','NORTHCOTT NEIGHBORHOOD HOUSE',None
20609,20609,1355428,None,None,'Food Pantries','ALL SAINTS CATHOLIC CHURCH',None,None,59721,'BD-1800.2000',None,'FOOD PANTRY',None,None,None,'JEWISH COMMUNITY CENTER - CENTER STREET',None,None,15819,407761,15819,None,'HOUSE OF PEACE',28444,None,None,None,2038410
20609,20609,1355428,27803,None,None,None,2038406,None,None,'Food Pantries','ONE GOD MINISTRY',None,None,46427,'BD-1800.2000',None,'FOOD PANTRY',None,None,None,'HOUSE OF PEACE COMMUNITY CENTER',None,None,16189,407761,16189,None,'NORTHCOTT NEIGHBORHOOD HOUSE'
20609,20609,1355428,15842,407761,15842,None,'ALL SAINTS CATHOLIC CHURCH',32116,None,None,None,2038407,None,None,'Food Pantries','JEWISH COMMUNITY CENTER',None,None,48140,'BD-1800.2000',None,'FOOD PANTRY',None,None,None,'NORTHCOTT NEIGHBORHOOD HOUSE - 6TH ST',None,None
22366,22366,1355416,None,None,17904,55118,None,None,'Food Pantries',17904,None,None,None,None,'LAKEVIEW CHURCH OF CHRIST',None,None,16832,52022,None,None,'Food Pantries',16832,None,None,None,None,'HARVEST OUTREACH'
22366,22366,1355416,None,32482,None,None,407761,'BD-1800.2000',None,'LAKEVIEW CHURCH OF CHRIST','LAKEVIEW CHURCH OF CHRIST',None,'FOOD PANTRY',2038378,None,None,30172,None,None,407761,'BD-1800.2000',None,'HARVEST OUTREACH','HARVEST OUTREACH',None,'FOOD PANTRY',2038379,None
